user_id,status,date
6843750,UNDER_INVESTIGATION,"2022-04-10 10:18:49"
6843750,PENDING_VERIFICATION,"2022-07-15 05:05:05"
6844090,PENDING_VERIFICATION,"2021-12-18 12:42:46"
6844090,BLOCKED,"2022-02-07 21:52:58"
6844090,PENDING_VERIFICATION,"2022-02-08 15:57:02"
6845330,PENDING_VERIFICATION,"2021-12-21 00:53:40"
6845330,ACTIVE,"2021-12-22 11:49:18"
6845330,BLOCKED,"2021-12-22 17:01:52"
6845330,SELF_EXCLUDED,"2021-12-22 17:01:52"
6846010,PENDING_VERIFICATION,"2021-12-22 12:23:35"
6846010,BLOCKED,"2022-02-07 21:53:48"
6846010,PENDING_VERIFICATION,"2022-02-08 15:57:02"
6846670,PENDING_VERIFICATION,"2021-12-23 16:19:51"
6846670,BLOCKED,"2021-12-23 19:38:39"
6846670,ACTIVE,"2022-08-29 07:04:58"
6846670,BLOCKED,"2022-09-28 05:20:33"
6846670,SELF_EXCLUDED,"2022-09-28 05:20:34"
6847770,PENDING_VERIFICATION,"2021-12-25 19:25:54"
6847770,BLOCKED,"2022-02-07 21:54:35"
6847770,PENDING_VERIFICATION,"2022-02-08 15:57:02"
6847950,PENDING_VERIFICATION,"2021-12-26 01:58:40"
6847950,ACTIVE,"2021-12-26 02:41:15"
6847950,BLOCKED,"2022-02-07 21:54:43"
6847950,ACTIVE,"2022-02-08 15:57:02"
6847970,PENDING_VERIFICATION,"2021-12-26 03:02:41"
6847970,BLOCKED,"2022-02-07 21:54:39"
6847970,PENDING_VERIFICATION,"2022-02-08 15:57:03"
6848250,PENDING_VERIFICATION,"2021-12-26 18:37:37"
6848250,BLOCKED,"2022-02-07 21:54:46"
6848250,PENDING_VERIFICATION,"2022-02-08 15:57:03"
6849760,PENDING_VERIFICATION,"2021-12-29 07:22:21"
6849760,ACTIVE,"2022-01-21 10:01:46"
6849760,BLOCKED,"2022-01-22 20:46:11"
6849760,ACTIVE,"2022-01-23 15:36:07"
6849760,BLOCKED,"2022-02-07 21:55:26"
6849760,PENDING_VERIFICATION,"2022-02-21 11:36:33"
6849760,ACTIVE,"2022-02-24 23:02:35"
6849760,BLOCKED,"2022-03-02 07:53:55"
6849760,SELF_EXCLUDED,"2022-03-02 07:53:55"
6850710,PENDING_VERIFICATION,"2021-12-30 19:39:10"
6850710,ACTIVE,"2021-12-30 21:41:25"
6850710,BLOCKED,"2022-01-02 21:18:19"
6850710,SELF_EXCLUDED,"2022-01-02 21:18:19"
6850710,ACTIVE,"2023-01-02 21:20:10"
6851380,PENDING_VERIFICATION,"2022-01-01 01:09:37"
6851380,BLOCKED,"2022-02-07 12:27:23"
6851380,PENDING_VERIFICATION,"2022-02-08 15:57:03"
6851890,PENDING_VERIFICATION,"2022-01-02 08:08:15"
6851890,ACTIVE,"2022-01-04 10:33:18"
6851890,BLOCKED,"2022-01-05 20:32:52"
6851890,SELF_EXCLUDED,"2022-01-05 20:32:52"
6852400,PENDING_VERIFICATION,"2022-01-03 10:57:13"
6852400,ACTIVE,"2022-01-05 13:57:01"
6852400,BLOCKED,"2022-01-12 12:10:46"
6852400,SELF_EXCLUDED,"2022-01-12 12:10:46"
6852750,PENDING_VERIFICATION,"2022-01-04 03:17:44"
6852750,ACTIVE,"2022-01-04 09:04:33"
6852750,BLOCKED,"2022-02-07 12:29:11"
6852750,SELF_EXCLUDED,"2022-02-14 05:15:09"
6852750,ACTIVE,"2022-04-15 05:20:05"
6852750,BLOCKED,"2022-04-18 03:12:24"
6852750,SELF_EXCLUDED,"2022-04-18 03:12:24"
6852750,DORMANT,"2023-05-08 09:15:23"
6852750,ACTIVE,"2023-05-15 00:09:12"
6852750,BLOCKED,"2023-12-05 10:42:56"
6852750,SELF_EXCLUDED,"2023-12-05 10:42:56"
6854190,PENDING_VERIFICATION,"2022-01-06 23:03:53"
6854190,BLOCKED,"2022-02-07 12:31:05"
6854190,PENDING_VERIFICATION,"2022-02-08 15:57:04"
6855960,PENDING_VERIFICATION,"2022-01-10 01:54:59"
6855960,ACTIVE,"2022-01-16 11:05:35"
6855960,BLOCKED,"2022-01-31 19:42:48"
6855960,ACTIVE,"2022-01-31 20:29:41"
6855960,BLOCKED,"2022-02-02 04:59:36"
6855960,ACTIVE,"2022-02-02 05:01:51"
6855960,BLOCKED,"2022-02-07 12:33:25"
6855960,ACTIVE,"2022-02-21 19:30:03"
6855960,BLOCKED,"2022-02-24 05:04:37"
6855960,SELF_EXCLUDED,"2022-02-24 05:04:37"
6857360,PENDING_VERIFICATION,"2022-01-12 14:54:18"
6857360,BLOCKED,"2022-01-12 15:25:28"
6859120,PENDING_VERIFICATION,"2022-01-15 17:19:28"
6859120,BLOCKED,"2022-02-07 12:37:33"
6859120,ACTIVE,"2022-03-20 10:50:53"
6859120,PENDING_VERIFICATION,"2022-03-20 10:50:54"
6859120,BLOCKED,"2022-04-11 17:08:55"
6859120,ACTIVE,"2022-04-12 17:10:05"
6859120,BLOCKED,"2022-04-24 12:33:06"
6859120,ACTIVE,"2022-04-24 12:35:12"
6859120,PENDING_VERIFICATION,"2022-04-24 12:35:13"
6859120,BLOCKED,"2022-10-27 14:48:09"
6859120,PENDING_VERIFICATION,"2022-10-28 14:50:09"
6859120,BLOCKED,"2022-11-10 21:41:37"
6859120,PENDING_VERIFICATION,"2022-11-11 21:45:05"
6859120,BLOCKED,"2022-12-20 19:24:19"
6859120,PENDING_VERIFICATION,"2022-12-21 19:25:04"
6859120,BLOCKED,"2022-12-24 18:12:27"
6859120,PENDING_VERIFICATION,"2022-12-25 18:15:04"
6859120,ACTIVE,"2022-12-25 18:16:04"
6859120,BLOCKED,"2023-07-08 23:02:38"
6859120,ACTIVE,"2023-07-09 23:05:12"
6859160,PENDING_VERIFICATION,"2022-01-15 18:51:52"
6859160,BLOCKED,"2022-01-27 19:35:14"
6859160,SELF_EXCLUDED,"2022-01-27 19:35:14"
6859160,DORMANT,"2022-07-30 04:04:14"
6859160,ACTIVE,"2024-01-23 12:37:44"
6859160,BLOCKED,"2024-02-06 22:07:41"
6859160,SELF_LOCKED,"2024-02-06 22:07:41"
6859160,ACTIVE,"2024-02-21 22:10:09"
6860270,PENDING_VERIFICATION,"2022-01-17 22:42:20"
6860270,ACTIVE,"2022-01-17 23:13:09"
6860270,BLOCKED,"2022-01-18 08:07:50"
6860270,SELF_EXCLUDED,"2022-01-18 08:07:50"
6860740,PENDING_VERIFICATION,"2022-01-18 19:20:20"
6860740,ACTIVE,"2022-01-20 15:44:26"
6860740,BLOCKED,"2022-01-21 18:01:58"
6860740,SELF_EXCLUDED,"2022-01-21 18:01:58"
6861150,PENDING_VERIFICATION,"2022-01-19 15:55:09"
6861150,BLOCKED,"2022-02-07 12:40:16"
6861150,PENDING_VERIFICATION,"2022-02-08 15:57:06"
6861330,BLOCKED,"2022-02-07 12:40:30"
6861330,PENDING_VERIFICATION,"2023-03-08 18:32:37"
6861330,ACTIVE,"2023-03-08 20:03:14"
6861330,BLOCKED,"2023-03-10 08:26:10"
6861330,SELF_EXCLUDED,"2023-03-10 08:26:10"
6861330,DORMANT,"2024-03-10 04:32:17"
6861800,PENDING_VERIFICATION,"2022-01-20 20:41:42"
6861800,BLOCKED,"2022-02-07 12:41:09"
6861800,PENDING_VERIFICATION,"2022-02-08 15:57:06"
6861880,PENDING_VERIFICATION,"2022-01-21 00:11:45"
6861880,BLOCKED,"2022-02-07 12:41:15"
6861880,PENDING_VERIFICATION,"2022-02-08 15:57:06"
6862310,PENDING_VERIFICATION,"2022-01-21 20:28:26"
6862310,ACTIVE,"2022-01-22 07:21:39"
6862310,BLOCKED,"2022-02-07 12:41:51"
6862310,ACTIVE,"2022-02-08 15:57:06"
6862310,BLOCKED,"2022-04-26 17:43:55"
6862310,SELF_EXCLUDED,"2022-04-26 17:45:35"
6862960,PENDING_VERIFICATION,"2022-01-23 01:04:52"
6862960,BLOCKED,"2022-02-07 12:42:43"
6862960,PENDING_VERIFICATION,"2022-02-08 15:57:06"
6863400,PENDING_VERIFICATION,"2022-01-23 20:24:35"
6863400,BLOCKED,"2022-02-07 12:43:20"
6863400,PENDING_VERIFICATION,"2022-02-08 15:57:07"
6863510,PENDING_VERIFICATION,"2022-01-24 02:19:29"
6863510,BLOCKED,"2022-02-07 12:43:29"
6863510,PENDING_VERIFICATION,"2022-02-08 15:57:07"
6863520,PENDING_VERIFICATION,"2022-01-24 03:36:04"
6863520,SELF_EXCLUDED,"2022-01-24 07:25:06"
6863520,DORMANT,"2022-07-27 03:53:08"
6863520,PENDING_VERIFICATION,"2022-10-28 13:35:16"
6863520,ACTIVE,"2022-10-28 15:58:47"
6863520,BLOCKED,"2022-10-29 01:18:07"
6863520,ACTIVE,"2024-02-13 07:51:56"
6863520,BLOCKED,"2024-02-13 18:15:45"
6863520,SELF_EXCLUDED,"2024-02-13 18:15:45"
6864880,PENDING_VERIFICATION,"2022-01-26 19:19:18"
6864880,BLOCKED,"2022-02-07 12:45:18"
6864880,PENDING_VERIFICATION,"2022-02-08 15:57:07"
6865080,PENDING_VERIFICATION,"2022-01-27 02:38:16"
6865080,BLOCKED,"2022-02-07 12:45:34"
6865080,PENDING_VERIFICATION,"2022-02-08 15:57:07"
6865620,PENDING_VERIFICATION,"2022-01-27 22:46:21"
6865620,BLOCKED,"2022-01-27 23:23:08"
6865680,PENDING_VERIFICATION,"2022-01-28 01:44:36"
6865680,BLOCKED,"2022-02-07 12:46:23"
6865680,PENDING_VERIFICATION,"2022-02-08 15:57:07"
6866870,PENDING_VERIFICATION,"2022-01-30 00:41:34"
6866870,BLOCKED,"2022-02-07 12:47:57"
6866870,PENDING_VERIFICATION,"2022-02-08 15:57:07"
6866870,BLOCKED,"2022-09-27 14:01:40"
6866870,EXTERNALLY_SELF_EXCLUDED,"2022-09-27 14:01:40"
6868370,PENDING_VERIFICATION,"2022-02-01 21:06:53"
6868370,BLOCKED,"2022-02-07 12:49:56"
6868370,PENDING_VERIFICATION,"2022-02-08 15:57:07"
6869750,PENDING_VERIFICATION,"2022-02-04 15:19:29"
6869750,BLOCKED,"2022-02-07 12:51:48"
6869750,ACTIVE,"2022-02-27 20:00:05"
6869750,PENDING_VERIFICATION,"2022-02-27 20:00:06"
6869750,ACTIVE,"2023-11-14 07:07:15"
6870480,PENDING_VERIFICATION,"2022-02-05 20:25:50"
6870480,BLOCKED,"2022-02-07 09:44:21"
6870480,ACTIVE,"2022-02-13 19:55:03"
6870480,PENDING_VERIFICATION,"2022-02-13 19:55:04"
6870480,BLOCKED,"2022-07-23 20:37:41"
6870480,PENDING_VERIFICATION,"2022-07-24 20:40:25"
6870480,BLOCKED,"2022-07-25 19:34:08"
6870480,PENDING_VERIFICATION,"2022-07-26 19:35:08"
6870480,BLOCKED,"2022-09-11 16:13:16"
6870480,PENDING_VERIFICATION,"2022-09-12 16:16:42"
6870900,PENDING_VERIFICATION,"2022-02-06 18:16:22"
6870900,BLOCKED,"2022-02-07 09:44:41"
6870900,PENDING_VERIFICATION,"2022-02-08 15:57:08"
6871000,PENDING_VERIFICATION,"2022-02-06 21:38:28"
6871000,BLOCKED,"2022-02-07 08:04:48"
6871000,PENDING_VERIFICATION,"2022-02-08 15:57:08"
6871770,PENDING_VERIFICATION,"2022-02-08 14:00:50"
6871770,ACTIVE,"2022-02-10 19:10:08"
6871770,BLOCKED,"2022-02-11 08:50:15"
6871770,SELF_EXCLUDED,"2022-02-11 08:50:15"
6872550,PENDING_VERIFICATION,"2022-02-10 01:16:23"
6872550,ACTIVE,"2022-02-11 15:45:31"
6872550,BLOCKED,"2022-03-14 23:24:59"
6872550,SELF_EXCLUDED,"2022-03-14 23:24:59"
6873850,PENDING_VERIFICATION,"2022-02-12 13:03:15"
6874690,PENDING_VERIFICATION,"2022-02-14 05:37:10"
6874690,ACTIVE,"2022-07-13 05:20:24"
6875500,PENDING_VERIFICATION,"2022-02-15 21:42:02"
6875670,PENDING_VERIFICATION,"2022-02-16 09:27:48"
6875670,ACTIVE,"2022-02-16 14:51:41"
6875670,BLOCKED,"2022-02-17 06:56:38"
6875820,PENDING_VERIFICATION,"2022-02-16 15:11:06"
6875930,PENDING_VERIFICATION,"2022-02-16 19:06:41"
6875930,ACTIVE,"2022-02-16 19:40:27"
6875930,BLOCKED,"2022-02-16 21:18:19"
6875930,SELF_EXCLUDED,"2022-02-16 21:18:21"
6875930,ACTIVE,"2023-02-16 21:20:34"
6876370,PENDING_VERIFICATION,"2022-02-17 18:03:24"
6877660,PENDING_VERIFICATION,"2022-02-20 08:04:13"
6877660,ACTIVE,"2022-02-20 09:20:57"
6877660,BLOCKED,"2022-02-20 19:20:49"
6877660,SELF_EXCLUDED,"2022-02-20 19:20:49"
6877660,PENDING_VERIFICATION,"2022-02-22 09:04:37"
6877660,ACTIVE,"2022-03-22 19:25:04"
6877660,BLOCKED,"2022-03-29 19:24:21"
6877660,SELF_EXCLUDED,"2022-03-29 19:24:21"
6877660,DORMANT,"2022-09-29 03:34:36"
6879480,PENDING_VERIFICATION,"2022-02-24 02:21:25"
6880090,BLOCKED,"2022-02-25 12:39:57"
6880090,EXTERNALLY_SELF_EXCLUDED,"2022-02-25 12:39:57"
6880090,ACTIVE,"2022-05-09 14:01:42"
6880090,PENDING_VERIFICATION,"2022-05-10 13:55:55"
6880090,BLOCKED,"2023-04-04 16:00:55"
6880090,EXTERNALLY_SELF_EXCLUDED,"2023-04-04 16:00:55"
6880090,DORMANT,"2024-01-30 14:02:01"
6880470,PENDING_VERIFICATION,"2022-02-26 04:20:34"
6880470,ACTIVE,"2023-01-11 06:37:19"
6881300,PENDING_VERIFICATION,"2022-02-27 20:02:17"
6881300,BLOCKED,"2022-02-28 09:01:37"
6881300,SELF_EXCLUDED,"2022-02-28 09:01:37"
6882370,PENDING_VERIFICATION,"2022-03-02 05:47:54"
6882370,ACTIVE,"2022-03-03 17:50:49"
6882370,BLOCKED,"2022-03-06 06:08:47"
6882370,SELF_EXCLUDED,"2022-03-06 06:08:47"
6882740,PENDING_VERIFICATION,"2022-03-03 01:09:00"
6883120,PENDING_VERIFICATION,"2022-03-03 20:43:14"
6883120,SELF_EXCLUDED,"2022-03-31 07:13:55"
6883120,DORMANT,"2022-10-01 03:55:00"
6883290,PENDING_VERIFICATION,"2022-03-04 09:17:24"
6883290,ACTIVE,"2022-03-09 15:47:11"
6883290,SELF_EXCLUDED,"2022-03-23 07:39:13"
6883290,DORMANT,"2022-09-23 03:49:03"
6884120,PENDING_VERIFICATION,"2022-03-06 10:06:13"
6884120,BLOCKED,"2022-03-06 10:25:24"
6884120,SELF_EXCLUDED,"2022-03-06 10:25:24"
6884990,PENDING_VERIFICATION,"2022-03-08 04:44:06"
6884990,ACTIVE,"2022-09-05 07:40:35"
6885190,PENDING_VERIFICATION,"2022-03-08 16:51:32"
6885190,ACTIVE,"2022-03-09 15:30:18"
6885190,PENDING_VERIFICATION,"2022-03-10 10:13:14"
6885190,BLOCKED,"2022-03-10 14:25:27"
6885190,SELF_EXCLUDED,"2022-03-10 14:25:27"
6886530,PENDING_VERIFICATION,"2022-03-11 18:45:02"
6886850,PENDING_VERIFICATION,"2022-03-12 11:01:33"
6886850,BLOCKED,"2022-03-22 21:14:25"
6886850,EXTERNALLY_SELF_EXCLUDED,"2022-03-22 21:14:25"
6887190,PENDING_VERIFICATION,"2022-03-13 01:05:57"
6887190,ACTIVE,"2023-11-07 08:40:15"
6887440,PENDING_VERIFICATION,"2022-03-13 16:37:33"
6888140,PENDING_VERIFICATION,"2022-03-15 05:11:33"
6888140,BLOCKED,"2022-10-04 09:00:43"
6888140,EXTERNALLY_SELF_EXCLUDED,"2022-10-04 09:00:43"
6888920,PENDING_VERIFICATION,"2022-03-16 20:46:13"
6889620,PENDING_VERIFICATION,"2022-03-18 08:59:23"
6890070,PENDING_VERIFICATION,"2022-03-19 03:46:23"
6890630,PENDING_VERIFICATION,"2022-03-20 08:50:23"
6890630,ACTIVE,"2022-03-24 07:12:49"
6890630,PENDING_VERIFICATION,"2022-03-28 11:34:22"
6890630,ACTIVE,"2022-03-30 13:23:38"
6890630,BLOCKED,"2022-05-06 19:26:53"
6890630,SELF_EXCLUDED,"2022-05-06 19:26:53"
6890630,DORMANT,"2022-11-06 03:38:50"
6890630,ACTIVE,"2022-12-30 16:56:37"
6890640,PENDING_VERIFICATION,"2022-03-20 09:26:14"
6890830,PENDING_VERIFICATION,"2022-03-20 17:22:19"
6890830,BLOCKED,"2023-11-22 10:04:05"
6890830,EXTERNALLY_SELF_EXCLUDED,"2023-11-22 10:04:05"
6891510,PENDING_VERIFICATION,"2022-03-21 22:01:50"
6891570,PENDING_VERIFICATION,"2022-03-22 00:54:44"
6891610,PENDING_VERIFICATION,"2022-03-22 05:11:55"
6891610,ACTIVE,"2022-05-01 06:53:41"
6891870,PENDING_VERIFICATION,"2022-03-22 15:25:45"
6892060,PENDING_VERIFICATION,"2022-03-22 20:22:17"
6892800,PENDING_VERIFICATION,"2022-03-24 01:16:21"
6892800,ACTIVE,"2022-04-18 10:17:09"
6892800,BLOCKED,"2022-05-24 12:09:34"
6892800,SELF_EXCLUDED,"2022-05-24 12:09:34"
6892800,DORMANT,"2022-11-24 03:45:44"
6892800,ACTIVE,"2023-04-07 18:36:09"
6892800,BLOCKED,"2023-04-08 01:13:10"
6892800,SELF_LOCKED,"2023-04-08 01:13:10"
6892800,ACTIVE,"2023-04-16 01:15:04"
6892800,BLOCKED,"2023-05-08 02:22:13"
6892800,SELF_LOCKED,"2023-05-08 02:22:14"
6892800,ACTIVE,"2023-05-15 02:26:34"
6892800,BLOCKED,"2023-05-15 22:48:52"
6892800,SELF_LOCKED,"2023-05-15 22:48:52"
6892800,ACTIVE,"2023-05-22 22:50:31"
6892800,BLOCKED,"2023-05-22 23:41:53"
6892800,SELF_EXCLUDED,"2023-05-22 23:41:53"
6892800,DORMANT,"2023-11-22 04:25:02"
6893100,PENDING_VERIFICATION,"2022-03-24 14:52:26"
6893340,PENDING_VERIFICATION,"2022-03-24 21:12:28"
6893340,BLOCKED,"2022-03-25 14:55:09"
6893340,SELF_EXCLUDED,"2022-03-25 14:55:09"
6893340,PENDING_VERIFICATION,"2023-01-19 15:00:15"
6893340,ACTIVE,"2023-01-19 15:01:15"
6893370,PENDING_VERIFICATION,"2022-03-24 21:55:25"
6893400,PENDING_VERIFICATION,"2022-03-24 23:10:57"
6893420,PENDING_VERIFICATION,"2022-03-25 00:33:55"
6893520,PENDING_VERIFICATION,"2022-03-25 07:16:39"
6893910,PENDING_VERIFICATION,"2022-03-25 20:50:00"
6893910,ACTIVE,"2022-03-30 09:49:49"
6893910,PENDING_VERIFICATION,"2022-04-03 18:35:16"
6893910,ACTIVE,"2022-04-08 22:19:28"
6893960,PENDING_VERIFICATION,"2022-03-25 22:24:47"
6894110,PENDING_VERIFICATION,"2022-03-26 08:35:15"
6894220,PENDING_VERIFICATION,"2022-03-26 13:37:11"
6894220,BLOCKED,"2022-03-26 14:50:12"
6894220,ACTIVE,"2022-03-27 14:55:08"
6894220,BLOCKED,"2022-03-28 04:49:08"
6894220,ACTIVE,"2022-03-29 04:50:07"
6894220,BLOCKED,"2022-04-01 20:21:34"
6894220,ACTIVE,"2022-04-01 20:23:24"
6894220,BLOCKED,"2022-04-01 20:29:37"
6894220,SELF_EXCLUDED,"2022-04-01 20:29:37"
6894300,PENDING_VERIFICATION,"2022-03-26 16:04:55"
6894560,PENDING_VERIFICATION,"2022-03-27 01:35:58"
6895080,PENDING_VERIFICATION,"2022-03-28 04:51:05"
6895560,PENDING_VERIFICATION,"2022-03-28 20:12:11"
6895560,ACTIVE,"2022-03-29 14:44:45"
6895560,BLOCKED,"2022-03-29 20:06:00"
6895560,SELF_EXCLUDED,"2022-03-29 20:06:00"
6895560,ACTIVE,"2023-03-29 20:10:11"
6895560,BLOCKED,"2023-03-29 21:48:05"
6895560,SELF_EXCLUDED,"2023-03-29 21:48:05"
6895750,PENDING_VERIFICATION,"2022-03-29 01:52:40"
6895750,ACTIVE,"2022-03-30 10:08:49"
6895750,BLOCKED,"2022-03-31 13:49:55"
6895750,SELF_EXCLUDED,"2022-03-31 13:49:55"
6896410,PENDING_VERIFICATION,"2022-03-30 02:23:42"
6897070,PENDING_VERIFICATION,"2022-03-31 01:42:53"
6897840,PENDING_VERIFICATION,"2022-04-01 09:33:39"
6898050,PENDING_VERIFICATION,"2022-04-01 17:24:32"
6898050,ACTIVE,"2022-10-30 22:50:07"
6898680,PENDING_VERIFICATION,"2022-04-02 23:14:17"
6898680,ACTIVE,"2022-04-11 06:13:20"
6898680,BLOCKED,"2022-04-11 06:53:51"
6898680,SELF_EXCLUDED,"2022-04-11 06:53:51"
6898690,PENDING_VERIFICATION,"2022-04-02 23:28:56"
6899580,PENDING_VERIFICATION,"2022-04-04 20:09:32"
6901120,PENDING_VERIFICATION,"2022-04-07 17:38:31"
6901230,PENDING_VERIFICATION,"2022-04-07 21:01:01"
6901230,ACTIVE,"2022-04-25 15:08:31"
6901390,PENDING_VERIFICATION,"2022-04-08 07:39:30"
6901710,PENDING_VERIFICATION,"2022-04-08 19:32:15"
6901760,PENDING_VERIFICATION,"2022-04-08 21:03:24"
6901760,ACTIVE,"2022-04-13 16:57:38"
6901760,BLOCKED,"2022-04-14 06:27:24"
6901760,SELF_EXCLUDED,"2022-04-14 06:27:24"
6901780,PENDING_VERIFICATION,"2022-04-08 21:47:46"
6904150,PENDING_VERIFICATION,"2022-04-13 08:22:28"
6904150,ACTIVE,"2022-04-13 08:44:14"
6904150,BLOCKED,"2022-04-13 09:52:36"
6904150,SELF_EXCLUDED,"2022-04-13 09:52:36"
6904440,PENDING_VERIFICATION,"2022-04-13 16:22:34"
6904750,PENDING_VERIFICATION,"2022-04-14 04:43:48"
6904890,PENDING_VERIFICATION,"2022-04-14 11:16:06"
6904890,ACTIVE,"2023-04-21 07:07:55"
6905630,PENDING_VERIFICATION,"2022-04-15 16:47:57"
6906250,PENDING_VERIFICATION,"2022-04-17 01:58:18"
6906380,PENDING_VERIFICATION,"2022-04-17 12:45:26"
6906610,PENDING_VERIFICATION,"2022-04-17 22:29:28"
6906630,PENDING_VERIFICATION,"2022-06-08 22:58:23"
6906650,PENDING_VERIFICATION,"2022-04-18 01:08:51"
6906650,ACTIVE,"2022-05-30 05:45:11"
6906660,PENDING_VERIFICATION,"2022-04-18 02:43:59"
6906780,BLOCKED,"2022-12-18 07:37:44"
6906780,PENDING_VERIFICATION,"2022-12-19 07:40:08"
6906780,BLOCKED,"2024-05-06 21:55:21"
6906780,PENDING_VERIFICATION,"2024-05-07 21:56:51"
6909120,PENDING_VERIFICATION,"2022-04-22 14:23:01"
6909120,ACTIVE,"2022-04-22 16:38:49"
6909120,BLOCKED,"2022-10-27 06:38:59"
6909120,ACTIVE,"2022-10-28 06:40:05"
6909990,PENDING_VERIFICATION,"2022-04-24 05:35:55"
6910700,PENDING_VERIFICATION,"2022-04-25 14:33:33"
6910700,ACTIVE,"2022-04-25 15:38:53"
6910700,PENDING_VERIFICATION,"2022-04-25 16:05:10"
6910700,BLOCKED,"2022-04-25 16:06:22"
6910700,SELF_EXCLUDED,"2022-04-25 16:06:23"
6910700,ACTIVE,"2022-04-27 09:01:39"
6910700,BLOCKED,"2022-10-28 15:28:14"
6910700,EXTERNALLY_SELF_EXCLUDED,"2022-10-28 15:28:14"
6910700,DORMANT,"2022-12-17 00:00:55"
6911720,PENDING_VERIFICATION,"2022-05-06 23:28:11"
6911720,BLOCKED,"2023-09-12 13:04:27"
6911720,EXTERNALLY_SELF_EXCLUDED,"2023-09-12 13:04:27"
6913330,PENDING_VERIFICATION,"2022-04-29 00:42:28"
6913670,PENDING_VERIFICATION,"2022-04-29 16:57:16"
6913950,PENDING_VERIFICATION,"2022-04-30 05:01:29"
6913950,ACTIVE,"2022-09-06 06:43:14"
6914780,PENDING_VERIFICATION,"2022-05-01 22:44:38"
6914910,PENDING_VERIFICATION,"2022-05-02 10:33:44"
6915440,PENDING_VERIFICATION,"2022-05-03 14:46:29"
6916070,PENDING_VERIFICATION,"2022-05-05 00:38:14"
6916070,ACTIVE,"2022-09-15 13:11:57"
6916270,PENDING_VERIFICATION,"2022-05-05 14:01:31"
6916490,PENDING_VERIFICATION,"2022-05-05 23:10:29"
6916490,BLOCKED,"2024-05-09 05:16:05"
6916490,PENDING_VERIFICATION,"2024-05-10 05:20:06"
