user_id,currency,balance_in_file,balance_in_system,active,account_zeroed
4000020433,GBP,86,86,0,yes
4000033113,GBP,85,85,0,yes
4000023073,GBP,83,83,0,yes
4000028543,GBP,77,77,0,yes
4000032313,GBP,76,76,0,yes
4000035213,GBP,75,75,0,yes
4000028193,GBP,72,72,0,yes
4000034943,GBP,72,72,0,yes
4000025813,GBP,70,70,0,yes
4000030753,GBP,68,68,0,yes
4000029273,GBP,61,61,0,yes
4000006163,GBP,55,55,0,yes
4000039493,GBP,55,55,0,yes
4000008993,GBP,50,50,0,yes
4000032283,GBP,46,46,0,yes
4000030143,GBP,42,42,0,yes
4000004853,GBP,39,39,0,yes
4000034703,GBP,26,26,0,yes
4000017573,GBP,20,20,0,yes
4000039503,GBP,20,20,0,yes
4000018443,GBP,17,17,0,yes
4000012483,GBP,16,16,0,yes
4000026953,GBP,14,14,0,yes
4000022133,GBP,12,12,0,yes
4000029773,GBP,12,12,0,yes
4000025703,GBP,10,10,0,yes
4000015633,GBP,9,9,0,yes
4000024933,GBP,9,9,0,yes
4000006133,GBP,8,8,0,yes
4000007163,GBP,8,8,0,yes
4000037793,GBP,8,8,0,yes
4000000993,GBP,7,7,0,yes
4000019513,GBP,7,7,0,yes
4000021783,GBP,7,7,0,yes
4000024203,GBP,7,7,0,yes
4000025713,GBP,7,7,0,yes
4000013413,GBP,6,6,0,yes
4000022393,GBP,6,6,0,yes
4000026303,GBP,6,6,0,yes
4000027113,GBP,6,6,0,yes
4000034183,GBP,6,6,0,yes
4000039693,GBP,6,6,0,yes
4000028183,GBP,5,5,0,yes
4000029923,GBP,5,5,0,yes
4000031493,GBP,5,5,0,yes
4000023553,GBP,4,4,0,yes
4000038293,GBP,4,4,0,yes
4000040213,GBP,4,4,0,yes
4000001023,GBP,3,3,0,yes
4000001183,GBP,3,3,0,yes
4000008553,GBP,3,3,0,yes
4000011703,GBP,3,3,0,yes
4000012653,GBP,3,3,0,yes
4000017613,GBP,3,3,0,yes
4000020213,GBP,2,2,0,yes
4000027203,GBP,2,2,0,yes
4000000263,GBP,1,1,0,yes
4000005923,GBP,1,1,0,yes
4000030803,GBP,1,1,0,yes
4000020224,GBP,150,150,0,yes
4000013954,GBP,147,147,0,yes
4000002774,GBP,142,142,0,yes
4000021984,GBP,141,141,0,yes
4000012164,GBP,131,131,0,yes
4000036294,GBP,129,129,0,yes
4000010634,GBP,124,124,0,yes
4000032334,GBP,119,119,0,yes
4000036934,GBP,119,119,0,yes
4000024464,GBP,116,116,0,yes
4000023544,GBP,112,112,0,yes
4000032274,GBP,109,109,0,yes
4000011064,GBP,107,107,0,yes
4000025684,GBP,107,107,0,yes
4000001814,GBP,98,98,0,yes
4000024284,GBP,96,96,0,yes
4000024794,GBP,96,96,0,yes
4000023594,GBP,95,95,0,yes
4000013164,GBP,93,93,0,yes
4000025354,GBP,92,92,0,yes
4000030304,GBP,92,92,0,yes
4000030264,GBP,91,91,0,yes
4000005544,GBP,89,89,0,yes
4000023094,GBP,89,89,0,yes
4000013944,GBP,87,87,0,yes
4000007844,GBP,86,86,0,yes
4000023464,GBP,83,83,0,yes
4000038444,GBP,83,83,0,yes
4000026464,GBP,82,82,0,yes
4000023184,GBP,75,75,0,yes
4000030704,GBP,70,70,0,yes
4000015314,GBP,69,69,0,yes
4000025004,GBP,69,69,0,yes
4000032764,GBP,64,64,0,yes
4000023614,GBP,63,63,0,yes
4000013504,GBP,60,60,0,yes
4000017134,GBP,59,59,0,yes
4000032834,GBP,59,59,0,yes
4000029964,GBP,58,58,0,yes
4000021664,GBP,56,56,0,yes
4000034754,GBP,49,49,0,yes
4000039094,GBP,32,32,0,yes
4000040394,GBP,23,23,0,yes
4000011824,GBP,18,18,0,yes
4000001884,GBP,17,17,0,yes
4000007344,GBP,17,17,0,yes
4000023844,GBP,17,17,0,yes
4000024324,GBP,17,17,0,yes
4000021414,GBP,15,15,0,yes
4000013914,GBP,12,12,0,yes
4000022924,GBP,12,12,0,yes
4000012934,GBP,11,11,0,yes
4000024474,GBP,10,10,0,yes
4000016774,GBP,9,9,0,yes
4000017454,GBP,9,9,0,yes
4000023134,GBP,9,9,0,yes
4000017644,GBP,8,8,0,yes
4000030604,GBP,8,8,0,yes
4000032714,GBP,8,8,0,yes
4000040364,GBP,7,7,0,yes
4000000774,GBP,6,6,0,yes
4000010474,GBP,6,6,0,yes
4000014674,GBP,6,6,0,yes
4000027574,GBP,6,6,0,yes
4000001964,GBP,5,5,0,yes
4000003324,GBP,5,5,0,yes
4000009624,GBP,5,5,0,yes
4000022714,GBP,5,5,0,yes
4000039634,GBP,5,5,0,yes
4000006674,GBP,4,4,0,yes
4000024034,GBP,4,4,0,yes
4000007244,GBP,3,3,0,yes
4000011564,GBP,3,3,0,yes
4000020484,EUR,3,3,0,yes
4000026804,GBP,3,3,0,yes
4000040224,GBP,3,3,0,yes
4000032454,GBP,2,2,0,yes
4000039964,GBP,2,2,0,yes
4000025884,GBP,1,1,0,yes
4000030904,GBP,1,1,0,yes
4000039984,GBP,1,1,0,yes
4000021255,GBP,143,143,0,yes
4000029135,GBP,142,142,0,yes
4000009895,GBP,138,138,0,yes
4000024095,GBP,131,131,0,yes
4000002735,GBP,130,130,0,yes
4000034865,GBP,110,110,0,yes
4000024715,GBP,106,106,0,yes
4000021605,GBP,102,102,0,yes
4000017545,GBP,101,101,0,yes
4000037955,GBP,101,101,0,yes
4000024265,GBP,95,95,0,yes
4000007865,GBP,86,86,0,yes
4000036565,GBP,80,80,0,yes
4000031085,GBP,76,76,0,yes
4000034155,GBP,72,72,0,yes
4000017985,GBP,68,68,0,yes
4000026085,GBP,68,68,0,yes
4000035375,GBP,68,68,0,yes
4000006425,GBP,63,63,0,yes
4000024975,GBP,60,60,0,yes
4000032025,GBP,60,60,0,yes
4000023975,GBP,58,58,0,yes
4000029325,GBP,54,54,0,yes
4000026015,GBP,52,52,0,yes
4000031755,GBP,50,50,0,yes
4000039945,GBP,30,30,0,yes
4000039015,GBP,26,26,0,yes
4000022695,GBP,23,23,0,yes
4000012575,GBP,22,22,0,yes
4000006615,GBP,20,20,0,yes
4000024245,GBP,19,19,0,yes
4000025785,GBP,18,18,0,yes
4000019425,GBP,17,17,0,yes
4000025005,GBP,17,17,0,yes
4000012815,GBP,16,16,0,yes
4000010425,GBP,15,15,0,yes
4000034835,GBP,15,15,0,yes
4000000785,GBP,13,13,0,yes
4000004255,GBP,10,10,0,yes
4000028965,GBP,10,10,0,yes
4000040295,GBP,10,10,0,yes
4000026435,GBP,9,9,0,yes
4000013355,GBP,8,8,0,yes
4000033125,GBP,8,8,0,yes
4000038385,GBP,8,8,0,yes
4000040015,GBP,8,8,0,yes
4000036095,GBP,7,7,0,yes
4000039615,GBP,7,7,0,yes
4000008905,GBP,6,6,0,yes
4000031265,GBP,6,6,0,yes
4000006585,GBP,5,5,0,yes
4000007645,GBP,5,5,0,yes
4000020245,GBP,5,5,0,yes
4000025955,GBP,5,5,0,yes
4000003945,GBP,4,4,0,yes
4000016265,GBP,4,4,0,yes
4000018745,GBP,4,4,0,yes
4000029155,GBP,4,4,0,yes
4000039825,GBP,4,4,0,yes
4000017285,GBP,3,3,0,yes
4000006285,GBP,2,2,0,yes
4000016985,GBP,2,2,0,yes
4000021975,GBP,2,2,0,yes
4000022435,GBP,2,2,0,yes
4000029725,GBP,2,2,0,yes
4000033265,GBP,2,2,0,yes
4000033725,GBP,2,2,0,yes
4000034175,GBP,2,2,0,yes
4000014075,GBP,1,1,0,yes
4000015905,GBP,1,1,0,yes
4000021635,GBP,1,1,0,yes
4000026146,GBP,136,136,0,yes
4000038606,GBP,134,134,0,yes
4000016526,GBP,130,130,0,yes
4000032666,GBP,130,130,0,yes
4000021226,GBP,122,122,0,yes
4000015366,GBP,120,120,0,yes
4000038556,GBP,120,120,0,yes
4000024596,GBP,118,118,0,yes
4000033606,GBP,116,116,0,yes
4000035856,GBP,114,114,0,yes
4000025426,GBP,111,111,0,yes
4000010866,GBP,110,110,0,yes
4000023806,GBP,109,109,0,yes
4000032436,GBP,107,107,0,yes
4000029456,GBP,105,105,0,yes
4000025346,GBP,101,101,0,yes
4000033176,GBP,100,100,0,yes
4000031916,GBP,93,93,0,yes
4000026606,GBP,92,92,0,yes
4000009996,GBP,90,90,0,yes
4000025236,GBP,89,89,0,yes
4000029186,GBP,89,89,0,yes
4000018016,GBP,87,87,0,yes
4000027936,GBP,86,86,0,yes
4000018066,GBP,79,79,0,yes
4000023136,GBP,71,71,0,yes
4000032146,GBP,70,70,0,yes
4000034226,GBP,70,70,0,yes
4000009806,GBP,68,68,0,yes
4000030006,GBP,68,68,0,yes
4000024046,GBP,67,67,0,yes
4000012286,GBP,66,66,0,yes
4000010036,GBP,65,65,0,yes
4000026126,GBP,58,58,0,yes
4000017716,GBP,53,53,0,yes
4000028136,GBP,49,49,0,yes
4000039646,GBP,33,33,0,yes
4000014496,GBP,32,32,0,yes
4000033436,GBP,27,27,0,yes
4000011176,GBP,25,25,0,yes
4000036646,GBP,23,23,0,yes
4000011446,GBP,19,19,0,yes
4000021836,GBP,16,16,0,yes
4000026166,GBP,16,16,0,yes
4000032596,GBP,16,16,0,yes
4000013006,GBP,10,10,0,yes
4000029536,GBP,10,10,0,yes
4000031156,GBP,10,10,0,yes
4000018726,GBP,9,9,0,yes
4000033376,GBP,9,9,0,yes
4000035326,GBP,9,9,0,yes
4000009236,GBP,8,8,0,yes
4000022096,GBP,7,7,0,yes
4000001086,GBP,6,6,0,yes
4000001956,GBP,6,6,0,yes
4000013876,GBP,6,6,0,yes
4000023536,GBP,6,6,0,yes
4000023706,GBP,6,6,0,yes
4000024356,GBP,6,6,0,yes
4000029446,GBP,6,6,0,yes
4000031286,GBP,6,6,0,yes
4000024646,GBP,5,5,0,yes
4000018706,GBP,4,4,0,yes
4000023956,GBP,4,4,0,yes
4000032716,GBP,4,4,0,yes
4000024096,GBP,3,3,0,yes
4000026186,GBP,3,3,0,yes
4000030406,GBP,3,3,0,yes
4000024336,GBP,2,2,0,yes
4000027636,GBP,2,2,0,yes
4000039336,GBP,2,2,1,"user is active now, no changes done"
4000019436,GBP,1,1,0,yes
4000021416,GBP,1,1,0,yes
4000032656,GBP,1,1,0,yes
4000016077,GBP,149,149,0,yes
4000028427,GBP,145,145,0,yes
4000009487,GBP,141,141,0,yes
4000019237,GBP,140,140,0,yes
4000023177,GBP,138,138,0,yes
4000032907,GBP,136,136,0,yes
4000016707,GBP,135,135,0,yes
4000013967,GBP,134,134,0,yes
4000018617,GBP,132,132,0,yes
4000019367,GBP,129,129,0,yes
4000037057,GBP,110,110,0,yes
4000024427,GBP,109,109,0,yes
4000030717,GBP,108,108,0,yes
4000012837,GBP,106,106,0,yes
4000030067,GBP,104,104,0,yes
4000029637,GBP,103,103,0,yes
4000020457,GBP,102,102,0,yes
4000005857,GBP,101,101,0,yes
4000026777,GBP,99,99,0,yes
4000005987,GBP,97,97,0,yes
4000036417,GBP,94,94,0,yes
4000035137,GBP,90,90,0,yes
4000034527,GBP,87,87,0,yes
4000003397,GBP,86,86,0,yes
4000031167,GBP,86,86,0,yes
4000026287,GBP,84,84,0,yes
4000026557,GBP,83,83,0,yes
4000033847,GBP,83,83,0,yes
4000038577,GBP,81,81,0,yes
4000027687,GBP,80,80,0,yes
4000007577,GBP,78,78,0,yes
4000031467,GBP,78,78,0,yes
4000029497,GBP,74,74,0,yes
4000024307,GBP,72,72,0,yes
4000031997,GBP,72,72,0,yes
4000034187,GBP,70,70,0,yes
4000001007,GBP,69,69,0,yes
4000033417,GBP,69,69,0,yes
4000027037,GBP,66,66,0,yes
4000022037,GBP,65,65,0,yes
4000018227,GBP,62,62,0,yes
4000022687,GBP,62,62,0,yes
4000033787,GBP,60,60,0,yes
4000009647,GBP,57,57,0,yes
4000026317,GBP,50,50,0,yes
4000039647,GBP,35,35,0,yes
4000006627,GBP,29,29,0,yes
4000035327,GBP,21,21,0,yes
4000005417,GBP,19,19,0,yes
4000022237,GBP,16,16,0,yes
4000002497,GBP,14,14,0,yes
4000028457,GBP,12,12,0,yes
4000003557,GBP,10,10,0,yes
4000008127,GBP,9,9,0,yes
4000013757,GBP,9,9,0,yes
4000029337,GBP,9,9,0,yes
4000031697,GBP,9,9,0,yes
4000010617,GBP,8,8,0,yes
4000019907,GBP,8,8,0,yes
4000027847,GBP,8,8,0,yes
4000038597,GBP,8,8,0,yes
4000039597,GBP,8,8,0,yes
4000004237,GBP,7,7,0,yes
4000010907,GBP,7,7,0,yes
4000027377,GBP,7,7,0,yes
4000037267,GBP,7,7,0,yes
4000004467,GBP,6,6,0,yes
4000011847,GBP,6,6,0,yes
4000027537,GBP,5,5,0,yes
4000012737,GBP,4,4,0,yes
4000014567,GBP,4,4,0,yes
4000021347,GBP,4,4,0,yes
4000024297,GBP,4,4,0,yes
4000038127,GBP,4,4,0,yes
4000014157,GBP,3,3,0,yes
4000016407,GBP,3,3,0,yes
4000019637,GBP,3,3,0,yes
4000010517,GBP,2,2,0,yes
4000011477,GBP,2,2,0,yes
4000013787,GBP,2,2,0,yes
4000017327,GBP,2,2,0,yes
4000026167,GBP,2,2,0,yes
4000030117,GBP,2,2,0,yes
4000032557,GBP,2,2,0,yes
4000033237,GBP,2,2,0,yes
4000006017,GBP,1,1,0,yes
4000015527,GBP,1,1,0,yes
4000028887,GBP,1,1,0,yes
4000030698,GBP,144,144,0,yes
4000025338,GBP,142,142,0,yes
4000020868,GBP,139,139,0,yes
4000030898,GBP,136,136,0,yes
4000038048,GBP,136,136,0,yes
4000013318,GBP,132,132,0,yes
4000028528,GBP,128,128,0,yes
4000003308,GBP,115,115,0,yes
4000024068,GBP,113,113,0,yes
4000028898,GBP,113,113,0,yes
4000033838,GBP,112,112,0,yes
4000030388,GBP,111,111,0,yes
4000037588,GBP,111,111,0,yes
4000024908,GBP,106,106,0,yes
4000024558,GBP,102,102,0,yes
4000026298,GBP,100,100,0,yes
4000026048,GBP,98,98,0,yes
4000026368,GBP,97,97,0,yes
4000014928,GBP,95,95,0,yes
4000035748,GBP,92,92,0,yes
4000034148,GBP,90,90,0,yes
4000016858,GBP,87,87,0,yes
4000025098,GBP,86,86,0,yes
4000035428,GBP,86,86,0,yes
4000037598,GBP,86,86,0,yes
4000024788,GBP,83,83,0,yes
4000034128,GBP,80,80,0,yes
4000019128,GBP,79,79,0,yes
4000014548,GBP,78,78,0,yes
4000022688,GBP,76,76,0,yes
4000030368,GBP,66,66,0,yes
4000027698,GBP,63,63,0,yes
4000018378,GBP,60,60,0,yes
4000031988,GBP,58,58,0,yes
4000015898,GBP,55,55,0,yes
4000038588,GBP,53,53,0,yes
4000013268,GBP,50,50,0,yes
4000010168,GBP,43,43,0,yes
4000033138,GBP,39,39,0,yes
4000003368,GBP,22,22,0,yes
4000014458,GBP,19,19,0,yes
4000019398,GBP,19,19,0,yes
4000032708,GBP,18,18,0,yes
4000036318,GBP,18,18,0,yes
4000001178,GBP,16,16,0,yes
4000030458,GBP,14,14,0,yes
4000030848,GBP,13,13,0,yes
4000038538,GBP,13,13,0,yes
4000009258,GBP,11,11,0,yes
4000015988,GBP,11,11,0,yes
4000013828,GBP,10,10,0,yes
4000019208,GBP,10,10,0,yes
4000014868,GBP,8,8,0,yes
4000006878,GBP,5,5,0,yes
4000022118,GBP,5,5,0,yes
4000030208,GBP,5,5,0,yes
4000035758,GBP,4,4,0,yes
4000004358,GBP,3,3,0,yes
4000019058,GBP,3,3,0,yes
4000026718,GBP,3,3,0,yes
4000030358,GBP,3,3,0,yes
4000011278,GBP,2,2,0,yes
4000013068,GBP,2,2,0,yes
4000017328,GBP,2,2,0,yes
4000018288,GBP,2,2,0,yes
4000018488,GBP,2,2,0,yes
4000033108,GBP,2,2,0,yes
4000039768,GBP,2,2,0,yes
4000023598,GBP,1,1,0,yes
4000040158,GBP,1,1,0,yes
4000023989,GBP,132,132,0,yes
4000035459,GBP,130,130,0,yes
4000035269,GBP,125,125,0,yes
4000031199,GBP,120,120,0,yes
4000032829,GBP,120,120,0,yes
4000031429,GBP,119,119,0,yes
4000021859,GBP,117,117,0,yes
4000026639,GBP,112,112,0,yes
4000034219,GBP,111,111,0,yes
4000023189,GBP,110,110,0,yes
4000025069,GBP,110,110,0,yes
4000033799,GBP,110,110,0,yes
4000007059,GBP,106,106,0,yes
4000013049,GBP,103,103,0,yes
4000038539,GBP,101,101,0,yes
4000020199,GBP,92,92,0,yes
4000018369,GBP,89,89,0,yes
4000023169,GBP,88,88,0,yes
4000000569,GBP,84,84,0,yes
4000025379,GBP,79,79,0,yes
4000005129,GBP,70,70,0,yes
4000021049,GBP,70,70,0,yes
4000032899,GBP,70,70,0,yes
4000024929,GBP,65,65,0,yes
4000032709,GBP,64,64,0,yes
4000004369,GBP,63,63,0,yes
4000001249,GBP,60,60,0,yes
4000006139,GBP,58,58,0,yes
4000033939,GBP,57,57,0,yes
4000037139,GBP,56,56,0,yes
4000037899,GBP,53,53,0,yes
4000023969,GBP,32,32,0,yes
4000031499,GBP,19,19,0,yes
4000011829,GBP,16,16,0,yes
4000022599,GBP,16,16,0,yes
4000024769,GBP,16,16,0,yes
4000006149,GBP,15,15,0,yes
4000027049,GBP,15,15,0,yes
4000029109,GBP,15,15,0,yes
4000015359,GBP,14,14,0,yes
4000015709,GBP,13,13,0,yes
4000025179,GBP,13,13,0,yes
4000017949,GBP,10,10,0,yes
4000010619,GBP,9,9,0,yes
4000015159,GBP,9,9,0,yes
4000022939,GBP,9,9,0,yes
4000029089,GBP,9,9,0,yes
4000037299,GBP,9,9,0,yes
4000035129,GBP,8,8,0,yes
4000000949,GBP,7,7,0,yes
4000022079,GBP,7,7,0,yes
4000024519,GBP,7,7,0,yes
4000025899,GBP,7,7,0,yes
4000032769,GBP,7,7,0,yes
4000000119,GBP,6,6,0,yes
4000017879,GBP,5,5,0,yes
4000035819,GBP,5,5,0,yes
4000039279,GBP,5,5,0,yes
4000004789,GBP,4,4,0,yes
4000010229,GBP,4,4,0,yes
4000032029,GBP,4,4,0,yes
4000024209,GBP,2,2,0,yes
4000019199,GBP,1,1,0,yes
4000032329,GBP,1,1,0,yes
